link,judul,konten,tanggal,portal,tag
https://marwahkepri.com/2025/09/24/garuda-indonesia-rugi-rp-242-triliun-di-semester-i-2025-pendapatan-turun-448/,"Garuda Indonesia Rugi Rp 2,42 Triliun di Semester I 2025, Pendapatan Turun 4,48%","JAKARTA(marwahkepri.com) – PT Garuda Indonesia (Persero) Tbk (kode emiten: GIAA) kembali mencatatkan kinerja keuangan yang menantang. Maskapai pelat merah tersebut membukukan rugi bersih sebesar US$ 145,57 juta atau setara Rp 2,42 triliun (kurs Rp 16.679) pada semester I 2025. Angka itu melonjak 41,37% dibanding periode yang sama tahun lalu yang mencatat rugi bersih US$ 106,93 juta atau sekitar Rp 1,69 triliun.
Mengutip laporan keterbukaan informasi di Bursa Efek Indonesia (BEI), kerugian Garuda tersebut sejalan dengan turunnya pendapatan usaha. Hingga Juni 2025, pendapatan Garuda turun 4,48% menjadi US$ 1,54 miliar (Rp 25,69 triliun), dari sebelumnya US$ 1,62 miliar (Rp 27,02 triliun) pada semester I 2024.
Pendapatan Masih Didominasi Penumpang
Kontribusi terbesar masih datang dari segmen penumpang dengan nilai US$ 1,10 miliar atau sekitar Rp 18,34 triliun. Segmen kargo dan dokumen menyumbang US$ 80,39 juta (Rp 1,34 triliun).
Sementara itu, segmen penerbangan tidak berjadwal—yang mencakup layanan haji dan charter—menunjukkan pertumbuhan cukup signifikan. Pendapatan dari lini ini mencapai US$ 205,83 juta (Rp 3,43 triliun), naik dari periode sama tahun lalu sebesar US$ 177,96 juta.
Selain itu, pendapatan lain-lain seperti pemeliharaan dan perbaikan pesawat, jasa boga, pelayanan penerbangan, biro perjalanan, fasilitas, hotel, serta transportasi, tercatat US$ 158,20 juta sepanjang semester I 2025.
Efisiensi Beban Usaha
Meski pendapatan menurun, Garuda tercatat mampu menekan beban usaha. Biaya operasional semester I 2025 turun menjadi US$ 1,50 miliar (Rp 25,01 triliun), dibanding US$ 1,53 miliar (Rp 25,15 triliun) di periode yang sama tahun lalu. Namun, efisiensi ini belum cukup untuk menutup penurunan pendapatan.
Dari sisi neraca, Garuda melaporkan penurunan tipis pada total aset menjadi US$ 6,51 miliar per Juni 2025, dibanding US$ 6,61 miliar pada Desember 2024. Ekuitas perseroan tercatat sebesar US$ 1,49 miliar, sementara liabilitas mencapai US$ 8,01 miliar.
Prospek dan Tantangan
Meski menghadapi tekanan, Garuda tetap menaruh harapan pada sejumlah langkah strategis, salah satunya melalui penguatan kerja sama dengan mitra global. Baru-baru ini, jajaran direksi bersama Wakil Menteri BUMN Rosan Roeslani melakukan pertemuan dengan pimpinan Boeing di Amerika Serikat untuk membahas kelanjutan kerja sama serta kemungkinan pembelian armada baru.
Langkah ini dinilai penting untuk menjaga daya saing Garuda di tengah persaingan ketat industri penerbangan serta dinamika global yang memengaruhi biaya operasional, khususnya harga bahan bakar avtur. MK-dtc
Redaktur : Munawir Sani
Post Views: 148",2025-09-24 00:00:00,Marwah Kepri,Keuangan
https://www.viva.co.id/bisnis/1850473-temui-bos-boeing-di-as-rosan-dan-dirut-garuda-bakal-nego-pembelian-pesawat,"Temui Bos Boeing di AS, Rosan dan Dirut Garuda Bakal Nego Pembelian Pesawat","Jakarta, VIVA – Chief Executive Officer (CEO) Danantara, Rosan Roeslani, menggelar pertemuan dengan President of Boeing Global, Brendan Nelson, di Amerika Serikat (AS).
Baca Juga : Rosan soal Merger Garuda Indonesia dan Pelita Air: Supaya Lebih Efisien
Hal itu dilakukannya di sela-sela rangkaian kegiatan, dalam rangka mendampingi Presiden Prabowo Subianto melakukan berbagai agenda dalam kunjungan kerjanya kali ini.
Melalui unggahan di Instagram @rosanroeslani, Rosan menjelaskan bahwa pertemuan ini digelar guna membahas kerjasama strategis antara Indonesia dan Boeing di sektor penerbangan.
Baca Juga : Rosan: RI Bakal Ajukan Penawaran Kampung Haji ke Arab Saudi Akhir Oktober
 Menteri Investasi dan Hilirisasi sekaligus CEO Danantara, Rosan Roeslani Photo : Dok. Istimewa
""Pertemuan dengan President of Boeing Global, Mr. Brendan Nelson di New York, membahas kerja sama strategis di bidang pengembangan sektor penerbangan,"" kata Rosan sebagaimana dikutip dari Instagram @rosanroeslani, Rabu, 24 September 2025.
Baca Juga :
Dalam tayangan video di unggahan tersebut, turut tampak CIO Danantara, Pandu Sjahrir, serta Direktur Utama PT Garuda Indonesia (Persero), Wamildan Tsani, yang turut mendampingi Rosan dalam pembicaraan dengan Bos Boeing Global tersebut.
Rosan menegaskan, pemerintah Indonesia akan membuka ruang renegosiasi untuk kesepakatan yang lebih baik dengan pihak Boeing, termasuk dari sisi harga, jadwal pengiriman, hingga spesifikasi.
""Kami juga membuka ruang renegosiasi kontrak agar Indonesia bisa mendapat kesepakatan lebih baik, dari sisi harga, jadwal pengiriman, maupun spesifikasi,"" ujar Rosan.
Dia mengatakan, pertemuan dengan petinggi Boeing ini merupakan langkah penting dalam upaya memperkuat hubungan dengan mitra global.
""Dan menegaskan optimisme masa depan penerbangan Indonesia,"" ujarnya.",2025-09-24 00:00:00,VIVA.co.id,Lainnya
https://www.liputan6.com/saham/read/6167097/rugi-garuda-indonesia-naik-hingga-juni-2025,Rugi Garuda Indonesia Naik hingga Juni 2025,"Liputan6.com, Jakarta - PT Garuda Indonesia Tbk (GIAA) mencatat penurunan pendapatan dan rugi meningkat hingga semester I 2025.
Mengutip keterbukaan informasi ke Bursa Efek Indonesia (BEI), ditulis Rabu (24/9/2025), Garuda Indonesia membukukan rugi periode berjalan yang dapat diatribusikan kepada pemilik entitas induk naik 41,36% menjadi USD 143,70 juta atau sekitar Rp 2,39 triliun (asumsi kurs dolar AS terhadap rupiah di kisaran 16.663) dari periode sama tahun sebelumnya rugi USD 101,65 juta.
Hal itu seiring pendapatan Perseroan turun 4,47% menjadi USD 1,54 miliar atau Rp 25,80 triliun hingga 30 Juni 2025. Pada periode sama tahun sebelumnya, pendapatan Perseroan tercatat USD 1,62 miliar.
Advertisement
Perseroan mencatat penerbangan berjadwal alami penurunan dari USD 1,27 miliar menjadi USD 1,18 miliar. Sedangkan penerbangan tidak berjadwal bertambah menjadi USD 205,82 juta dari periode sama tahun sebelumnya USD 1177,96 juta. Sedangkan pendapatan lainnya turun menjadi USD 158,20 juta hingga Juni 2025 dari periode sama tahun sebelumnya USD 167,57 juta.
Perseroan mampu menekan beban usaha selama semester I 2025. Beban usaha Perseroan turun 1,82 persen menjadi USD 1,50 miliar dari periode sama tahun sebelumnya USD 1,53 miliar. Perseroan menekan sejumlah beban usaha antara lain beban operasional penerbangan, beban pelayanan penumpang, beban umum dan administrasi. Kemudian penjualan tiket hingga promosi juga turun di tengah sorotan oleh Perseroan.",2025-09-24 00:00:00,Liputan6.com,Keuangan
https://www.cnnindonesia.com/ekonomi/20250922182452-92-1276487/garuda-indonesia-beli-pesawat-baru-total-punya-78-armada,"Garuda Indonesia Beli Pesawat Baru, Total Punya 78 Armada","--
PT Garuda Indonesia (Persero) Tbk membeli pesawat baru dan menambah kekuatan operasional menjadi 78 armada.
Direktur Niaga Garuda Indonesia Reza Aulia Hakim mengatakan sudah ada lima armada baru yang dibeli. Ia menyebut ada dua unit lainnya yang akan dibeli Garuda tahun ini.
""Hingga Agustus 2025 Garuda Indonesia telah mampu menambah lima armada baru sehingga kini kekuatan kami mencapai 78 armada dan sepanjang tahun 2025 ini kami menargetkan total akan terdapat tujuh armada baru,"" ujar Reza dalam Rapat Dengar Pendapat dengan Komisi VI DPR RI di Kompleks Parlemen, Jakarta, Senin (22/9).
ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Ia menjelaskan pembelian dua pesawat baru masih dalam proses koordinasi dengan perusahaan leasing atau lessor. Namun, ia memastikan armada-armada baru itu akan tiba di Indonesia tahun ini.
Reza mengatakan Garuda Indonesia membeli pesawat baru sesuai kebutuhan. Garuda Indonesia berhasil melayani 11,4 juta penumpang pada 2024.
Sementara itu Garuda Indonesia mencatatkan berhasil melayani 105 juta penumpang hingga Agustus 2025. Garuda diharapkan bisa melayani 12 juta penumpang lainnya sampai akhir tahun ini.
""Garuda Indonesia menargetkan akan melayani 12,2 juta penumpang tahun ini atau setara dengan market share 11,6 persen,"" ucapnya.
Reza mengatakan Dirut Garuda Indonesia Wamildan Tsani ikut Presiden Prabowo Subianto ke Amerika Serikat (AS) untuk melanjutkan kerja sama jangka panjang terkait maskapai penerbangan. Keikutsertaan ini berkaitan dengan rencana penambahan pesawat baru.
""Untuk keperluan bekerja sama jangka panjang inilah, Bapak Direktur Utama kami hari ini mendampingi Bapak Presiden Republik Indonesia dalam lawatan beliau ke Amerika Serikat untuk melakukan diskusi lanjutan terkait rencana pengadaan armada dari Boeing,"" ujarnya.
[Gambas:Video CNN]",2025-09-23 00:00:00,CNN Indonesia,Lainnya
https://www.liputan6.com/bisnis/read/6165793/usai-restrukturisasi-garuda-indonesia-kembali-diakui-dunia,"Usai Restrukturisasi, Garuda Indonesia Kembali Diakui Dunia","Liputan6.com, Jakarta Kerja keras PT Garuda Indonesia (Persero) Tbk. (GIAA) bersama anak perusahaannya dalam memulihkan kinerja pasca-restrukturisasi mulai menunjukkan hasil yang nyata. Sepanjang tahun 2025, Garuda Indonesia Group berhasil menyabet setidaknya 23 penghargaan bergengsi dari berbagai institusi, baik nasional maupun internasional.
Capaian ini menjadi bukti bahwa reputasi dan kualitas layanan maskapai pelat merah tersebut kembali mendapatkan pengakuan, tidak hanya dari dalam negeri, tetapi juga di mata dunia.
Direktur Niaga Garuda Indonesia, Reza Aulia Hakim, mengungkapkan bahwa penghargaan-penghargaan tersebut bukan sekadar simbolis, tetapi merupakan bentuk apresiasi konkret atas dedikasi seluruh tim dalam membangun kembali kepercayaan publik.
Advertisement
“Berbagai penghargaan ini adalah wujud nyata dari kepercayaan masyarakat dan pemangku kepentingan terhadap upaya kita semua dalam mengembalikan Garuda sebagai maskapai kebanggaan bangsa,” ujar Reza, Selasa (22/9/2025).
Berbagai penghargaan itu mencakup beragam aspek layanan, dari program loyalitas, operasional, hingga perawatan pesawat.
Salah satu pencapaian yang paling menonjol adalah keberhasilan Garuda Indonesia masuk dalam daftar Top 10 Best Frequent Flyer Programs 2025 versi Readers’ Choice Awards. Pengakuan ini menegaskan komitmen perusahaan dalam memberikan nilai tambah bagi pelanggan setia lewat program GarudaMiles.",2025-09-23 00:00:00,Liputan6.com,Keuangan
https://video.kompas.com/watch/1877474/pesawat-garuda-ga-313-muncul-api-dan-mesin-mati-penumpang-ungkap-momen-menegangkan,"Pesawat Garuda GA-313 Muncul Api dan Mesin Mati, Penumpang Ungkap Momen Menegangkan","Peristiwa menegangkan dialami penumpang pesawat Garuda Indonesia dengan nomor penerbangan GA-313 rute SurabayaJakarta pada Rabu (17/9/2025).Pesawat Boeing 737-800 NG tersebut harus kembali ke Bandara Internasional Juanda setelah diduga muncul api dan mesin mati saat berada di udara.Salah satu penumpang, Ira Dasuki, menceritakan pengalaman tersebut melalui unggahan di akun media sosial pribadinya, Kamis (18/9/2025).Simak selengkapnya dalam video berikut!Penulis: Wahyu Wachid AnshoryPenulis Naskah: Meiva JufaraniNarator: Meiva JufaraniVideo Editor: Destri Abdi SaputroProduser: Ervan Yudhi Tri Atmoko#Peristiwa #Viral #GarudaIndonesia #PesawatGaruda #PesawatGarudaGA313 #JernihkanHarapanMusic: Between The Spaces - The SoundlingsArtikel terkait: https://www.kompas.com/jawa-timur/read/2025/09/21/083033188/detik-detik-pesawat-garuda-ga-313-muncul-api-dan-mesin-mati-penumpang?page=all",2025-09-23 00:00:00,Kompas.com,Lainnya
https://www.liputan6.com/bisnis/read/6165534/garuda-indonesia-tambah-7-pesawat-baru-terbanyak-pasca-pandemi-covid-19,"Garuda Indonesia Tambah 7 Pesawat Baru, Terbanyak Pasca Pandemi COVID-19","Liputan6.com, Jakarta Upaya PT Garuda Indonesia (Persero/GIAA) untuk memperluas ceruk pasar terus dilakukan. Kapasitas produksi diperbesar dengan penambahan armada.
Direktur Niaga Garuda Indonesia, Reza Aulia Hakim membeberkan rencana besar terkait penambahan armada.
""Di bawah manajemen yang baru, hingga Agustus 2025, Garuda Indonesia telah menambah lima armada baru. Sehingga total kekuatan kami menjadi 78 armada,"" kata Reza.
Advertisement
Hingga akhir tahun 2025, kata Reza, manajemen Garuda Indonesia menargetkan total 7 armada baru. ""Ini merupakan penambahan pesawat terbanyak di Garuda Indonesia pasca pandemi COVID-19,"" imbuhnya.
Untuk memaksimalkan potensi pasar, kata Reza, Garuda Indonesia fokus menjalankan program trategis yang bertumpu kepada tiga pilar. Yakni, evaluasi finansial dan operasional, akselerasi kinerja dan ekspansi jaringan.
""Evaluasi finansial dan komersial dijalankan melalui optimalisasi biaya dan penerapan cost leadership. Untuk mewujudkan ekuitas yang positif,"" jelasnya.
Setelah melalui proses PKPU, kata Reza, Garuda Indonesia menjalankan transformasi menyeluruh yang mendapat dukungan kuat dari seluruh pemangku kepentingan. Itulah yang dimaksud akselerasi kinerja.",2025-09-23 00:00:00,Liputan6.com,Lainnya
https://www.liputan6.com/bisnis/read/6165308/garuda-indonesia-mau-tambah-7-pesawat-tahun-ini-5-armada-sudah-jalan,"Garuda Indonesia Mau Tambah 7 Pesawat Tahun Ini, 5 Armada Sudah Jalan","Liputan6.com, Jakarta - PT Garuda Indonesia (Persero) Tbk akan menambah 7 armada pesawat sepanjang 2025 ini. Adapun, 5 armada sudah lebih dulu datang dan digunakan maskapai.
Direktir Niaga Garuda Indonesia, Reza Aulia Hakim menyampaikan penambahan 7 unit pesawat itu jadi yang terbanyak sejak pandemi Covid-19 lalu.
""Sepanjang tahun 2025 ini kami menargetkan total akan terdapat 7 armada baru, dan ini merupakan penambahan pesawat terbanyak Garuda Indonesia pascapandemi,"" kata Reza dalam Rapat Dengar Pendapat dengan Komisi VI DPR, di Jakarta, Senin (22/9/2025).
Advertisement
Dia menjelaskan, sejak jajaran manajemen baru dipilih, sudah ada 5 armada tambahan yang didatangkan perusahaan. Sehingga, hingga Agustus 2025 ini ada total 78 armada pesawat yang digunakan.
Rinciannya, 32 pesawat berbadan lebar (wide body) dan 46 pesawat berbadan ramping (narrow body). Dengan jumlah pesawat ini, Garuda Indonesia memproyeksikan bisa mengangkut 12,2 juta penumpang pada 2025 ini.
""Pasar penumpang transportasi udara proyeksinya akan terus meningkat mencapai sekitar 105 juta penumpang tahun ini, Garuda Indonesia menargetkan akan melayani 12,2 juta penumpang tahun ini atau setara dengan market share 11,6 persen,"" jelas Reza.",2025-09-23 00:00:00,Liputan6.com,Lainnya
https://ekonomi.bisnis.com/read/20250923/98/1913782/bos-garuda-giaa-ikut-prabowo-ke-as-untuk-nego-pembelian-pesawat-boeing,Bos Garuda (GIAA) Ikut Prabowo ke AS untuk Nego Pembelian Pesawat Boeing,"Direktur Utama Garuda Indonesia, Wamildan Tsani, mendampingi Presiden Prabowo ke AS untuk membahas pengadaan 50 armada Boeing guna menurunkan tarif Trump.
Bisnis.com, JAKARTA — Direktur Utama PT Garuda Indonesia (Persero) Tbk. (GIAA) Wamildan Tsani Panjaitan turut mendampingi lawatan Presiden Prabowo Subianto ke Amerika Serikat (AS).
Hal ini diketahui usai Wamildan absen menghadiri Rapat Dengar Pendapat (RDP) dengan Komisi VI DPR pada Senin (22/9/2025) dengan alasan terbang ke Amerika Serikat.
Direktur Niaga GIAA Reza Aulia Hakim menuturkan bahwa selain mendampingi lawatan Presiden Prabowo Subianto ke AS, alasan Wamildan terbang ke AS sekaligus untuk menindaklanjuti rencana pengadaan 50 armada sebagaimana kesepakatan perdagangan Indonesia dengan Donald Trump dalam rangka penurunan tarif.
“Untuk keperluan bekerja sama jangka panjang inilah bapak direktur utama kami mendampingi bapak Presiden dalam lawatan beliau ke Amerika Serikat untuk melakukan diskusi lanjutan terkait rencana pengadaan armada dari Boeing,” kata Wamildan dalam RDP dengan Komisi VI di Jakarta, Senin (22/9/2025).
Reza menjelaskan bahwa dalam rencana penambahan armada dalam jangka panjang, salah satunya penjajakan bersama dengan pabrikan pesawat, yakni Boeing. Kerja sama tersebut pun agar Garuda Indonesia mendapatkan kepastian jumlah pesawat dan harga yang lebih kompetitif.
Meski demikian, Reza memastikan bahwa penambahan armada burung besi ini dilakukan tetap dengan memertimbangkan berbagai hal, termasuk sejumlah keuntungan.
“Garuda Indonesia bersama-sama dengan pemangku kepentingan lain akan memastikan agar pembelian tersebut membawa keuntungan optimal, baik secara strategis, operasional, dan juga finansial,” ujarnya.
Maklum, armada Garuda Indonesia menyusut secara drastis jika dibandingkan dengan masa pra-pandemi Covid-19 atau pada 2019.
Di mana pada 2019, jumlah armada Garuda Indonesia mencapai 142 unit. Kemudian sejalan dengan penurunan jumlah penumpang dan minimnya pasokan suku cadang, pesawat yang dapat dioperasionalkan tersisi 68 unit pada 2022.
Seiring dengan pulihnya industri penerbangan, Reza menjelaskan bahwa sudah terjadi penambahan jumlah armada 71 armada pada 2023 dan 73 armada pada 2024.
Per Agustus 2025, total armada bertambah lima unit sehingga mencapai 78 unit. Terdiri dari 32 armada wide body dan 46 unit narrow body.
Hingga akhir tahun, rencananya akan ada tambahan dua unit lagi sehingga total menjadi 80 unit.
“Sepanjang 2025 kami targetkan total akan ada 7 armada baru, dan ini penambahan pesawat terbanyak Garuda Indonesia pascapandemi,” jelasnya.
Adapun, Garuda memang merencanakan penambahan 100 armada pesawat baru dalam kurung waktu hingga 2029.
Sebagaimana pemberitaan Bisnis sebelumnya, kesepakatan pembelian 50 pesawat Boeing oleh Garuda Indonesia sudah dilakukan dan baru terkirim satu unit. Sementara 49 sisanya dikirim paling cepat mulai 2031.",2025-09-23 00:00:00,Bisnis.com,Lainnya
https://finance.detik.com/berita-ekonomi-bisnis/d-8124113/garuda-tambah-7-pesawat-baru-tahun-ini,Garuda Tambah 7 Pesawat Baru Tahun Ini,"PT Garuda Indonesia (Persero) Tbk berencana menambah 7 armada pesawat pada tahun 2025. Penambahan ini merupakan angka terbanyak bagi Garuda Indonesia sejak era Pandemi COVID-19.
Menurut Direktur Niaga Garuda Indonesia, Reza Aulia Hakim, maskapai pelat merah ini sebenarnya sudah menambah 5 armada baru sebelumnya. Saat ini total armada yang dioperasikan Garuda Indonesia mencapai 78 unit.
""Penambahan armada secara bertahap guna meningkatkan kapasitas dan menangkap potensi pertumbuhan market dengan target di akhir tahun 2025 ini sejumlah 7 pesawat tambahan,"" katanya dalam Rapat Dengar Pendapat dengan Komisi VI DPR RI di Kompleks Parlemen, Senin (17/9/2025).
SCROLL TO CONTINUE WITH CONTENT
Secara jangka panjang, Garuda Indonesia bakal menambah 100 armada baru hingga tahun 2029. Reza menyebut hal ini akan memungkinkan perusahaan menghubungkan lebih dari 100 rute penerbangan dan menguasai lebih dari 50% pangsa pasar domestik.
ADVERTISEMENT
""Dan kemudian kami juga ke depannya Garuda Indonesia secara bertahap menargetkan menambah lebih dari 100 armada hingga 2029, strategi ini akan memungkinkan Garuda Indonesia menghubungkan lebih dari 100 rute penerbangan dan mencapai 50% tanggal pasar domestik,"" sebutnya.
Pada kesempatan itu, ia menyebut bahwa pangsa pasar penumpang pesawat tahun ini mencapai 105 juta orang. Dari jumlah tersebut Garuda menargetkan bisa melayani 12,2 juta penumpang atau setara 11,6%.
Tak hanya itu, Garuda Indonesia juga berencana membuka rute penerbangan baru dari Halim Perdanakusuma-Palembang. Sebelumnya, maskapai ini telah membuka rute baru Soekarno Hatta-Samarinda dan Halim Perdanakusuma-Denpasar.
Tonton juga video ""Viral HP Penumpang Hilang di Pesawat, Garuda Kasih Penjelasan"" di sini:",2025-09-23 00:00:00,detikFinance,Lainnya
https://www.kompas.com/tren/read/2025/09/20/113000665/viral-video-pesawat-garuda-indonesia-keluar-api-saat-terbang-ini-kata?page=all,"Viral Video Pesawat Garuda Indonesia Keluar Api Saat Terbang, Ini Kata Maskapai","KOMPAS.com - Pesawat Garuda Indonesia dengan rute Bandara Internasional Juanda ke Bandara Internasional Soekarno-Hatta kembali bandara asal pada Rabu (17/9/2025).
Pesawat Boeing itu kembali ke Bandara Juanda karena diduga muncul api dan mesin mati saat terbang menuju Bandara Soekarno-Hatta.
Peristiwa tersebut dibagikan oleh salah satu penumpang, Ira Dasuki melalui akun media sosial TikTok-nya, @iradasukii pada Jumat (18/9/2025).
Baca juga: Kisah Adam Air Salah Mendarat: Pilot Tak Sadar Pesawat Keluar Jalur, Penumpang Mengira Tiba di Sulawesi
Kronologi kejadian
Dalam video yang dibagikan, Ira tengah merekam dirinya berada di dalam pesawat Garuda Indonesia.
Warga Tangerang Selatan, Banten itu bercerita, dia sudah mempunyai perasaan yang tidak nyaman sejak pesawat Garuda Indonesia lepas landas.
“Lepas landas tanggal 17 September 2025 pukul 18.30 WIB,” kata dia saat dihubungi Kompas.com, Sabtu (20/9/2025).
Sekitar 20-30 menit terbang setelah lepas landas, terdapat api yang muncul tiba-tiba di sebelah kiri pesawat.
Kemudian tidak lama setelah itu, Ira mendapat informasi bahwa mesin sebelah kiri pesawat yang dia tumpangi bermasalah.
“Akhirnya kita harus landing lagi balik ke Surabaya,” ucap dia.
Baca juga: Ban Pesawat Garuda Indonesia Lepas Saat Mendarat di Bandara Tanjung Pinang
Dia mengaku sempat berdoa agar bisa mendarat di bandara mana saja, asalkan seluruh penumpang selamat.
Sekitar pukul 19.40 WIB, pesawat Garuda Indonesia tersebut berhasil mendarat di Bandara Juanda dengan selamat.
Ira dan para penumpang lainnya kembali diterbangkan menuju Jakarta menggunakan pesawat pengganti.
“Pakai pesawat pengganti ke Jakarta pukul 21.25 WIB,” ujar dia.
Dia mengaku hanya memperoleh snack berupa roti dan air mineral yang diberikan setelah boarding ke pesawat pengganti.
Ira pun berharap agar insiden serupa tidak terjadi lagi. Dia juga berharap agar pihak maskapai memberikan penjelasan mengenai apa yang terjadi.
“Semoga enggak ada kejadian gini lagi sih, kepada siapapun,” tutur dia.
Baca juga: Viral, Video Penumpang Merokok Elektrik di Dalam Pesawat, Garuda Indonesia Angkat Bicara
Tanggapan Garuda Indonesia
Corporate Secretary Group Head Garuda Indonesia, Cahyadi Indrananto mengonfirmasi bahwa pesawat penerbangan GA-313 itu bermasalah dan kembali ke Bandara Juanda pada Rabu (17/9/2025).
Sebelum lepas landas pukul 18.30 WIB, Boeing 737-800 NG dengan registrasi PK-GMC itu telah menjalani prosedur pre-flight dan dinyatakan laik untuk terbang.
“Setelah pesawat lepas landas, ditemukan indikasi kendala teknis di bagian mesin pesawat yang memerlukan pemeriksaan dan penanganan lebih lanjut,” kata dia kepada Kompas.com, Sabtu (20/9/2025).
Penerbangan pun memutuskan kembali ke Bandara Juanda (return to base) setelah mengetahui kendala itu.
Menurut Cahyadi, keputusan return to base oleh Pilot in Command (PIC) untuk memastikan keamanan dan keselamatan penerbangan, dan dilakukan sesuai dengan prosedur yang berlaku.
Baca juga: Kisah Pesawat Kargo Singapore Airlines 2015, Mendarat Darurat di Bali akibat Kentut Domba
“Garuda Indonesia mengapresiasi keputusan tersebut, yang merupakan wujud komitmen Perusahaan dalam memastikan standar keselamatan yang tertinggi bagi para penumpang,” tutur dia.
Pesawat GA-313 pun berhasil mendarat dengan selamat di Bandara Juanda pada pukul 19.50 WIB.
Pihak maskapai memberangkatkan kembali 137 penumpang menggunakan pesawat pengganti dan mendarat di Bandara Soekarno-Hatta pukul 23.00 WIB.
“Selain itu, upaya tindak lanjut pemeriksaan intensif menyeluruh pesawat juga dilakukan guna memastikan pesawat laik terbang sebelum nantinya siap untuk kembali beroperasi,” tutup Cahyadi.
Garuda Indonesia memohon maaf atas ketidaknyamanan yang dialami para penumpang dalam penerbangan tersebut.
Cahyadi juga menyebut, pihaknya memastikan seluruh penumpang telah mendapatkan service recovery sesuai dengan aturan yang berlaku.
Baca juga: Saat Penumpang Pesawat Air India Temukan Kecoak di Tengah Penerbangan...",2025-09-23 00:00:00,Kompas.com,Lainnya
https://en.tempo.co/read/2050959/garuda-indonesia-to-launch-new-halim-palembang-route-by-end-of-2025,Garuda Indonesia to Launch New Halim-Palembang Route by End of 2025,"TEMPO.CO, Jakarta - PT Garuda Indonesia (Persero) announced plans to open a new domestic flight route from Halim Perdanakusuma Airport to Sultan Mahmud Badaruddin II Palembang, with operations expected to begin by the end of 2025.
Garuda Indonesia’s Director of Commerce, Reza Aulia Hakim, highlighted the potential of the route during a discussion with the House of Representatives’ Commission VI on Monday, September 22, 2025, noting that “the market for Halim-Palembang is quite significant.”
As of August 2025, Reza confirmed that the airline has already introduced two new routes: Jakarta to Samarinda and Halim to Denpasar.
Alongside the launch of new routes, Garuda Indonesia is planning to discontinue some unprofitable services and restructure its intra-Papua operations.
Reza explained, “We will remove some non-profitable routes to focus on efficiency.”
Reza further stated that Garuda Indonesia is evaluating the expansion of its domestic and international network with a clear focus on profitability. The airline has already partnered with around 70 global companies to broaden its network.
Among these partnerships are Starlux Airlines, Scandinavian Airlines (SAS), Japan Airlines (JAL), IndiGo, and Kenya Airways.
Reza emphasized that these collaborations aim to increase access to dozens of new routes across Asia, Europe, India, Africa, and within Indonesia. He also disclosed plans to expand partnerships next year with JetBlue Airlines, Riyadh Airlines, and Virgin Atlantic, signaling Garuda Indonesia’s ambitions to strengthen its global connectivity.
Editor’s Choice: Danantara Still Assessing Merger Plans for Garuda Indonesia and Pelita Air
Click here to get the latest news updates from Tempo on Google News",2025-09-23 00:00:00,Tempo.co,Lainnya
